Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude
Circus macrourus,Accipitridae,Accipitriformes,29.5,9.7,12.7,68.0,351.2,52.4,226.6,384.4,Grassland,Carnivore,Vertivore,Aerial,3.0,6168290.72,41.23,58.45,62.85,51.02
Circus maillardi,Accipitridae,Accipitriformes,37.4,11.1,16.6,83.5,353.2,40.2,229.0,663.6,Forest,Carnivore,Vertivore,Aerial,1.0,1488.84,-21.36,-20.88,55.53,-21.1
Circus maurus,Accipitridae,Accipitriformes,31.7,10.6,13.5,71.9,352.4,42.6,249.2,509.0,Shrubland,Carnivore,Vertivore,Aerial,1.0,597211.38,-34.84,-18.52,22.27,-30.91
Circus melanoleucos,Accipitridae,Accipitriformes,29.9,9.4,13.1,72.5,352.6,50.5,214.0,336.3,Grassland,Carnivore,Vertivore,Aerial,3.0,1811211.65,25.99,54.28,122.04,49.1
Circus pygargus,Accipitridae,Accipitriformes,26.1,8.6,11.2,62.0,362.3,52.0,224.8,310.8,Grassland,Carnivore,Vertivore,Aerial,3.0,6837154.32,30.56,60.25,45.8,49.91
Circus ranivorus,Accipitridae,Accipitriformes,35.4,11.1,14.1,84.5,363.2,44.0,226.8,507.0,Wetland,Carnivore,Vertivore,Aerial,1.0,4426338.22,-34.84,5.39,29.56,-14.6
Circus spilonotus,Accipitridae,Accipitriformes,38.3,12.1,15.9,86.3,407.2,47.7,241.2,558.8,Wetland,Carnivore,Vertivore,Aerial,3.0,5723030.46,39.66,64.43,121.45,52.88
Circus spilothorax,Accipitridae,Accipitriformes,35.3,11.9,14.4,89.1,377.4,35.4,215.6,558.8,Wetland,Carnivore,Vertivore,Aerial,3.0,76450.96,-10.15,-3.93,144.56,-7.05
Clanga clanga,Accipitridae,Accipitriformes,50.2,15.6,23.2,96.8,510.6,37.9,261.4,2154.3,Wetland,Carnivore,Vertivore,Generalist,3.0,8980278.98,38.72,65.94,73.97,55.15
Clanga hastata,Accipitridae,Accipitriformes,44.4,14.0,18.9,90.2,456.5,42.0,208.5,1359.4,Woodland,Carnivore,Vertivore,Generalist,2.0,2409106.07,8.07,32.46,81.1,21.43
Clanga pomarina,Accipitridae,Accipitriformes,47.3,13.4,19.5,91.6,459.3,40.6,213.0,1359.4,Forest,Carnivore,Vertivore,Generalist,3.0,2013351.79,35.81,60.04,26.85,49.67
Cryptoleucopteryx plumbea,Accipitridae,Accipitriformes,32.1,11.2,16.7,58.9,238.0,31.0,145.4,482.0,Forest,Carnivore,Vertivore,Insessorial,1.0,162116.76,-4.13,9.63,-77.68,4.34
Dryotriorchis spectabilis,Accipitridae,Accipitriformes,36.5,13.0,21.3,65.8,290.5,26.5,240.2,697.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2884763.0,-9.83,8.88,15.98,2.03
Elanoides forficatus,Accipitridae,Accipitriformes,29.4,10.2,12.3,33.5,412.8,46.9,279.2,416.2,Forest,Carnivore,Invertivore,Generalist,3.0,13295665.49,-36.81,47.17,-60.19,-5.62
Elanus axillaris,Accipitridae,Accipitriformes,25.3,9.0,11.4,38.8,288.4,53.1,136.8,270.1,Grassland,Carnivore,Vertivore,Aerial,2.0,7649038.18,-43.06,-10.69,134.44,-25.69
Elanus caeruleus,Accipitridae,Accipitriformes,30.9,9.2,11.3,32.1,286.3,45.2,127.7,259.8,Grassland,Carnivore,Vertivore,Aerial,2.0,26685941.8,-34.84,46.65,41.21,3.69
Elanus leucurus,Accipitridae,Accipitriformes,25.3,8.8,10.9,31.8,294.0,41.5,170.3,346.0,Human Modified,Carnivore,Vertivore,Aerial,2.0,12522294.39,-43.45,46.27,-64.01,-8.72
Elanus scriptus,Accipitridae,Accipitriformes,26.2,11.8,12.0,38.3,302.2,49.2,139.8,316.0,Grassland,Carnivore,Vertivore,Aerial,2.0,727463.72,-30.46,-12.04,139.41,-22.87
Erythrotriorchis buergersi,Accipitridae,Accipitriformes,33.7,12.8,18.2,75.2,310.7,34.0,238.7,575.0,Forest,Carnivore,Vertivore,Generalist,1.0,152406.32,-10.48,-2.39,142.42,-5.51
Erythrotriorchis radiatus,Accipitridae,Accipitriformes,34.8,11.9,17.4,74.5,387.2,41.8,250.0,887.4,Forest,Carnivore,Vertivore,Aerial,1.0,1074830.71,-29.57,-11.12,138.86,-17.74
Eutriorchis astur,Accipitridae,Accipitriformes,40.3,11.6,19.5,84.0,318.5,23.3,287.5,700.0,Forest,Carnivore,Vertivore,Insessorial,1.0,34460.57,-21.4,-13.61,49.12,-16.44
Gampsonyx swainsonii,Accipitridae,Accipitriformes,16.2,7.1,8.4,26.0,147.7,36.5,97.9,92.9,Forest,Carnivore,Vertivore,Insessorial,1.0,10266134.72,-27.6,13.9,-56.23,-8.71
Geranoaetus albicaudatus,Accipitridae,Accipitriformes,37.4,13.8,16.4,87.3,427.0,34.8,199.0,885.0,Grassland,Carnivore,Vertivore,Generalist,1.0,9466789.11,-40.32,29.69,-58.97,-11.82
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,50.5,15.4,23.0,98.2,496.2,36.6,210.5,2378.6,Shrubland,Carnivore,Vertivore,Aerial,1.0,6807951.84,-55.98,9.54,-60.94,-27.4
Geranoaetus polyosoma,Accipitridae,Accipitriformes,36.3,13.0,18.3,83.4,402.0,38.1,192.8,782.6,Shrubland,Carnivore,Vertivore,Aerial,2.0,3165493.22,-55.98,6.3,-70.13,-31.98
Geranospiza caerulescens,Accipitridae,Accipitriformes,25.9,9.6,12.9,71.7,269.1,24.4,211.4,302.5,Woodland,Carnivore,Vertivore,Insessorial,1.0,14333669.12,-33.91,28.85,-60.96,-6.64
Gypaetus barbatus,Accipitridae,Accipitriformes,78.2,20.8,28.1,103.6,760.6,49.5,468.0,5695.0,Rock,Scavenger,Scavenger,Terrestrial,2.0,8369572.33,-31.4,51.5,76.41,34.75
Gypohierax angolensis,Accipitridae,Accipitriformes,57.5,14.1,23.3,77.3,419.0,30.0,196.8,1600.0,Forest,Herbivore,Frugivore,Insessorial,1.0,9715580.32,-32.46,15.3,16.99,-1.17
Gyps africanus,Accipitridae,Accipitriformes,61.3,20.5,30.5,95.7,578.4,39.2,224.6,5433.0,Shrubland,Scavenger,Scavenger,Terrestrial,1.0,10465544.7,-30.05,17.01,23.47,-2.52
Gyps bengalensis,Accipitridae,Accipitriformes,64.6,22.7,32.5,99.1,551.6,38.8,213.8,4385.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,3047965.15,11.3,34.17,83.33,23.99
Gyps coprotheres,Accipitridae,Accipitriformes,81.2,24.9,36.5,104.2,687.2,37.5,269.4,8177.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,671208.3,-34.81,-20.54,27.73,-27.31
Gyps fulvus,Accipitridae,Accipitriformes,78.8,23.8,33.8,109.9,687.2,39.2,291.2,7436.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,3487541.03,13.36,49.36,52.81,36.3
Gyps himalayensis,Accipitridae,Accipitriformes,82.5,23.5,34.0,115.6,759.8,35.5,339.0,9798.0,Rock,Scavenger,Scavenger,Terrestrial,1.0,3859146.13,24.19,48.88,88.99,34.8
Gyps indicus,Accipitridae,Accipitriformes,71.3,20.5,29.7,99.7,585.6,38.3,235.2,5515.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,1117987.16,11.04,30.71,77.41,23.08
Gyps rueppelli,Accipitridae,Accipitriformes,77.9,23.0,32.5,105.7,627.8,37.6,235.8,7400.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,6445230.81,-9.55,19.65,20.78,9.89
Gyps tenuirostris,Accipitridae,Accipitriformes,75.6,20.0,29.1,104.1,592.2,37.2,217.2,5515.0,Woodland,Scavenger,Scavenger,Terrestrial,1.0,705181.48,11.48,29.26,93.19,24.18
Haliaeetus albicilla,Accipitridae,Accipitriformes,74.1,22.9,33.9,95.0,599.5,38.0,294.2,4729.3,Rock,Carnivore,Aquatic predator,Aerial,2.0,17404346.92,36.21,73.65,91.01,59.89
Haliaeetus leucocephalus,Accipitridae,Accipitriformes,76.0,24.0,34.1,81.7,601.8,41.4,294.0,4700.6,Wetland,Carnivore,Omnivore,Generalist,3.0,9351853.96,24.3,69.43,-113.86,54.57
Haliaeetus leucogaster,Accipitridae,Accipitriformes,71.3,18.5,24.9,86.0,556.7,41.3,253.3,2827.0,Coastal,Carnivore,Aquatic predator,Aerial,1.0,5127370.7,-43.64,26.38,123.68,-9.12
Haliaeetus leucoryphus,Accipitridae,Accipitriformes,63.6,19.3,28.3,95.3,566.6,42.8,290.3,2885.9,Wetland,Carnivore,Aquatic predator,Aerial,3.0,533825.64,19.59,32.57,85.7,27.12
Haliaeetus pelagicus,Accipitridae,Accipitriformes,90.6,28.9,47.0,96.3,598.5,31.1,333.6,7757.0,Wetland,Carnivore,Aquatic predator,Generalist,3.0,1293649.63,48.64,65.07,151.19,58.65
Haliaeetus sanfordi,Accipitridae,Accipitriformes,59.5,18.6,26.9,83.0,523.2,35.7,265.0,1980.0,Forest,Carnivore,Omnivore,Generalist,1.0,36124.13,-10.85,-5.01,158.3,-8.09
Haliaeetus vocifer,Accipitridae,Accipitriformes,58.4,16.8,25.1,88.2,548.2,33.5,228.0,3400.0,Wetland,Carnivore,Aquatic predator,Insessorial,1.0,15637883.11,-34.84,18.6,20.97,-0.96
Haliaeetus vociferoides,Accipitridae,Accipitriformes,57.0,16.6,25.1,93.3,487.2,31.9,236.8,3000.0,Woodland,Carnivore,Aquatic predator,Insessorial,1.0,52761.99,-22.02,-11.95,45.57,-17.15
Haliastur indus,Accipitridae,Accipitriformes,48.8,12.9,17.0,48.2,399.8,36.4,203.8,529.0,Coastal,Carnivore,Omnivore,Generalist,1.0,8840397.2,-35.15,34.2,106.46,9.01
Haliastur sphenurus,Accipitridae,Accipitriformes,40.0,13.1,18.2,58.8,407.4,45.6,264.0,753.0,Wetland,Carnivore,Omnivore,Aerial,1.0,5565646.93,-39.24,-1.47,137.2,-23.9
Hamirostra melanosternon,Accipitridae,Accipitriformes,40.1,12.7,16.3,53.0,472.6,52.0,233.0,1196.0,Woodland,Carnivore,Vertivore,Aerial,2.0,5297941.74,-38.14,-9.94,133.35,-23.36
Harpagus bidentatus,Accipitridae,Accipitriformes,23.7,11.3,13.5,43.1,210.3,29.6,161.1,215.3,Forest,Carnivore,Invertivore,Insessorial,1.0,8976331.27,-23.38,21.29,-63.34,-2.54
Harpagus diodon,Accipitridae,Accipitriformes,23.2,10.7,13.5,34.2,201.4,30.8,158.6,200.0,Forest,Carnivore,Invertivore,Insessorial,3.0,2345332.63,-30.93,-11.78,-50.61,-21.13
Harpia harpyja,Accipitridae,Accipitriformes,70.8,17.2,36.4,102.4,569.5,47.9,442.0,4800.0,Forest,Carnivore,Vertivore,Insessorial,1.0,11064295.35,-30.4,19.09,-56.95,-8.03
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,60.0,18.2,33.2,133.8,426.2,16.9,377.0,1959.6,Forest,Carnivore,Vertivore,Insessorial,1.0,730591.98,-10.7,-0.34,140.92,-5.26
Helicolestes hamatus,Accipitridae,Accipitriformes,34.8,10.9,11.6,46.0,290.3,22.3,125.5,425.5,Forest,Carnivore,Invertivore,Insessorial,1.0,2374863.31,-16.03,10.67,-65.26,-3.11
Henicopernis infuscatus,Accipitridae,Accipitriformes,30.8,10.1,15.3,41.4,337.0,37.7,253.0,571.2,Forest,Carnivore,Invertivore,Generalist,1.0,33424.21,-6.32,-4.14,150.66,-5.47
Henicopernis longicauda,Accipitridae,Accipitriformes,31.7,11.2,14.3,50.4,394.6,39.4,301.4,571.2,Forest,Carnivore,Invertivore,Generalist,1.0,750041.01,-10.73,0.04,140.86,-5.35
Hieraaetus ayresii,Accipitridae,Accipitriformes,33.5,11.7,17.8,68.2,383.5,34.2,210.0,806.1,Woodland,Carnivore,Vertivore,Aerial,1.0,5863148.99,-21.33,14.04,29.21,-5.21
Hieraaetus morphnoides,Accipitridae,Accipitriformes,35.7,10.9,18.1,54.5,364.8,44.9,205.2,775.1,Forest,Carnivore,Vertivore,Generalist,1.0,7265023.22,-39.14,-10.7,134.65,-25.34
Hieraaetus pennatus,Accipitridae,Accipitriformes,33.8,10.1,17.0,65.3,361.8,42.0,198.0,823.8,Forest,Carnivore,Vertivore,Generalist,3.0,6138248.03,-34.84,57.55,55.17,42.1
Hieraaetus wahlbergi,Accipitridae,Accipitriformes,39.3,12.1,17.4,71.1,413.8,42.6,216.8,640.0,Shrubland,Carnivore,Vertivore,Insessorial,1.0,9578321.34,-29.95,18.69,23.1,-4.41
Hieraaetus weiskei,Accipitridae,Accipitriformes,30.4,10.0,17.0,55.0,337.0,33.5,172.0,775.1,Forest,Carnivore,Vertivore,Generalist,1.0,665554.04,-10.77,-0.34,141.06,-5.34
Icthyophaga humilis,Accipitridae,Accipitriformes,49.5,13.6,18.6,63.0,353.2,33.1,182.8,782.0,Wetland,Carnivore,Aquatic predator,Insessorial,1.0,2763882.32,-6.5,31.96,104.74,9.46
Icthyophaga ichthyaetus,Accipitridae,Accipitriformes,66.1,16.8,25.7,81.7,471.2,29.0,268.8,1590.0,Woodland,Carnivore,Aquatic predator,Insessorial,1.0,3707887.55,-7.82,29.13,102.19,10.81
Ictinaetus malaiensis,Accipitridae,Accipitriformes,51.5,13.7,18.6,68.7,552.8,43.2,314.4,1028.0,Forest,Carnivore,Vertivore,Aerial,1.0,3231811.39,-8.85,32.85,101.89,9.61
Ictinia mississippiensis,Accipitridae,Accipitriformes,23.0,11.0,12.3,37.0,291.8,53.6,150.2,276.0,Woodland,Carnivore,Invertivore,Generalist,3.0,824795.96,28.86,42.56,-92.91,33.57
Ictinia plumbea,Accipitridae,Accipitriformes,23.9,10.8,13.4,33.2,285.6,41.8,134.8,249.9,Forest,Carnivore,Invertivore,Generalist,1.0,12719722.18,-29.27,23.69,-60.39,-7.01
Kaupifalco monogrammicus,Accipitridae,Accipitriformes,29.3,10.1,12.8,53.1,217.4,32.4,142.6,278.9,Woodland,Carnivore,Invertivore,Insessorial,1.0,13079368.52,-29.27,17.06,19.34,-0.96
Leptodon cayanensis,Accipitridae,Accipitriformes,33.9,11.5,16.0,38.5,302.8,18.8,221.8,474.0,Forest,Carnivore,Omnivore,Insessorial,1.0,12071802.08,-28.62,21.61,-60.36,-6.35
Leptodon forbesi,Accipitridae,Accipitriformes,36.2,12.2,17.4,43.1,316.2,28.5,233.4,577.0,Forest,Carnivore,Omnivore,Insessorial,1.0,52831.24,-12.53,-6.37,-35.99,-8.94
Leucopternis kuhli,Accipitridae,Accipitriformes,30.4,11.4,15.0,56.2,207.6,25.8,148.6,352.1,Forest,Carnivore,Vertivore,Insessorial,1.0,2375316.62,-15.21,-0.54,-63.49,-7.38
Leucopternis melanops,Accipitridae,Accipitriformes,29.6,11.1,15.3,56.5,210.8,28.9,130.0,312.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2570861.92,-4.35,8.65,-62.88,1.4
Leucopternis semiplumbeus,Accipitridae,Accipitriformes,28.8,9.7,14.9,53.8,191.0,24.6,123.8,285.0,Forest,Carnivore,Vertivore,Insessorial,1.0,236308.06,-0.54,14.87,-79.78,8.38
Lophaetus occipitalis,Accipitridae,Accipitriformes,46.6,11.1,17.4,93.3,373.6,31.3,201.4,1067.0,Forest,Carnivore,Vertivore,Insessorial,1.0,14031980.87,-34.44,17.44,20.97,-0.17
Lophoictinia isura,Accipitridae,Accipitriformes,45.2,15.1,18.6,71.6,471.2,48.1,224.2,579.4,Forest,Carnivore,Vertivore,Aerial,1.0,1100971.0,-37.8,-17.67,146.84,-27.71
Lophotriorchis kienerii,Accipitridae,Accipitriformes,46.1,11.9,17.2,53.5,366.2,35.9,216.3,799.0,Forest,Carnivore,Vertivore,Aerial,1.0,3758691.08,-9.11,29.46,104.2,9.42
Macheiramphus alcinus,Accipitridae,Accipitriformes,45.1,9.0,12.7,54.2,360.2,49.0,189.8,650.0,Forest,Carnivore,Vertivore,Aerial,1.0,13573105.09,-26.98,16.64,34.41,-4.02
Megatriorchis doriae,Accipitridae,Accipitriformes,35.1,11.6,16.7,80.0,290.5,26.0,257.5,1000.0,Forest,Carnivore,Vertivore,Insessorial,1.0,599836.92,-10.73,-0.34,141.12,-5.34
Melierax canorus,Accipitridae,Accipitriformes,33.5,11.1,23.8,100.6,353.0,39.7,230.0,663.3,Shrubland,Carnivore,Vertivore,Generalist,1.0,2246754.63,-34.84,-16.27,21.47,-25.28
Melierax metabates,Accipitridae,Accipitriformes,32.5,11.0,17.5,85.6,317.6,34.9,216.0,674.5,Shrubland,Carnivore,Vertivore,Insessorial,1.0,12484209.96,-26.91,31.81,20.89,2.47
Melierax poliopterus,Accipitridae,Accipitriformes,33.3,12.1,23.6,88.4,305.8,37.1,203.6,629.9,Shrubland,Carnivore,Vertivore,Insessorial,1.0,2071175.93,-8.28,11.99,41.02,2.87
Micronisus gabar,Accipitridae,Accipitriformes,20.2,7.8,11.0,47.2,187.0,34.3,147.5,169.6,Grassland,Carnivore,Vertivore,Insessorial,2.0,13910595.47,-34.84,19.43,23.08,-2.35
Milvus migrans,Accipitridae,Accipitriformes,40.0,13.0,17.4,51.4,457.4,48.1,269.5,734.1,Woodland,Omnivore,Omnivore,Aerial,3.0,59168603.49,-54.78,69.76,69.99,26.77
Milvus milvus,Accipitridae,Accipitriformes,40.2,13.2,18.7,52.9,481.5,49.9,317.3,1071.8,Shrubland,Omnivore,Omnivore,Generalist,2.0,1698401.57,14.8,61.66,10.52,48.65
Morphnarchus princeps,Accipitridae,Accipitriformes,43.5,13.8,20.4,86.5,364.7,29.5,192.7,1000.0,Forest,Carnivore,Vertivore,Insessorial,1.0,113390.9,-4.51,10.99,-78.75,3.02
Morphnus guianensis,Accipitridae,Accipitriformes,48.4,14.6,22.8,85.3,464.8,23.0,372.8,1750.0,Forest,Carnivore,Vertivore,Generalist,1.0,11702782.03,-29.71,17.82,-57.64,-7.66
Necrosyrtes monachus,Accipitridae,Accipitriformes,63.9,13.6,15.2,78.7,471.4,38.7,223.0,2043.0,Shrubland,Scavenger,Scavenger,Terrestrial,1.0,10764077.19,-27.06,19.96,20.96,4.78
Neophron percnopterus,Accipitridae,Accipitriformes,61.7,10.4,13.5,77.2,490.8,48.0,247.2,2082.0,Grassland,Omnivore,Scavenger,Generalist,3.0,14111672.38,-25.09,45.93,47.48,27.02
Nisaetus alboniger,Accipitridae,Accipitriformes,48.0,12.9,20.3,77.1,325.2,25.1,239.5,830.0,Forest,Carnivore,Vertivore,Insessorial,1.0,800448.35,-5.95,11.07,106.95,2.4
Nisaetus bartelsi,Accipitridae,Accipitriformes,42.7,14.0,21.3,100.3,378.0,22.1,228.4,830.0,Forest,Carnivore,Vertivore,Insessorial,1.0,14421.49,-8.78,-6.23,110.02,-7.44
Nisaetus cirrhatus,Accipitridae,Accipitriformes,49.9,12.6,21.7,97.7,414.6,27.9,289.8,1475.1,Forest,Carnivore,Vertivore,Insessorial,1.0,4408300.11,-8.85,30.26,94.36,13.11
Nisaetus floris,Accipitridae,Accipitriformes,41.7,12.8,21.6,113.9,436.7,26.5,229.3,1475.1,Forest,Carnivore,Vertivore,Insessorial,1.0,34986.16,-9.11,-8.07,119.37,-8.59
Nisaetus lanceolatus,Accipitridae,Accipitriformes,39.3,12.8,21.6,90.5,373.0,24.0,261.8,1168.0,Forest,Carnivore,Vertivore,Insessorial,1.0,183391.82,-5.71,1.84,121.3,-2.12
Nisaetus nanus,Accipitridae,Accipitriformes,44.2,11.3,17.3,75.5,312.7,25.4,240.8,557.8,Forest,Carnivore,Vertivore,Insessorial,1.0,1094809.57,-5.95,11.8,108.02,0.56
Nisaetus nipalensis,Accipitridae,Accipitriformes,44.2,13.1,23.5,101.2,423.7,25.1,286.4,3005.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2149247.14,6.26,45.52,106.31,26.77
Nisaetus philippensis,Accipitridae,Accipitriformes,38.9,12.2,20.5,92.0,355.2,26.4,253.4,1168.0,Forest,Carnivore,Vertivore,Insessorial,1.0,114925.31,12.21,18.65,121.39,15.69
Nisaetus pinskeri,Accipitridae,Accipitriformes,43.2,12.9,20.9,89.7,349.0,20.9,248.0,1168.0,Forest,Carnivore,Vertivore,Insessorial,1.0,132366.04,5.56,12.59,124.62,8.54
Parabuteo leucorrhous,Accipitridae,Accipitriformes,29.0,9.8,14.2,62.6,241.0,27.3,171.6,290.0,Forest,Carnivore,Vertivore,Insessorial,1.0,1189248.2,-29.69,11.14,-56.7,-18.54
Parabuteo unicinctus,Accipitridae,Accipitriformes,34.4,11.4,16.6,81.6,320.8,30.8,222.0,850.3,Shrubland,Carnivore,Vertivore,Insessorial,2.0,9015595.35,-43.93,34.37,-65.99,-10.52
Pernis apivorus,Accipitridae,Accipitriformes,34.8,11.7,13.7,43.9,407.4,37.9,253.2,754.4,Forest,Carnivore,Invertivore,Insessorial,3.0,9317297.54,35.76,67.06,38.95,54.03
Pernis celebensis,Accipitridae,Accipitriformes,31.0,10.8,14.6,41.2,350.2,27.6,246.2,722.0,Forest,Carnivore,Invertivore,Insessorial,1.0,155679.51,-5.71,1.84,121.11,-2.13
Pernis ptilorhynchus,Accipitridae,Accipitriformes,55.9,13.1,15.4,49.0,413.6,32.0,263.8,1141.1,Woodland,Carnivore,Invertivore,Insessorial,1.0,11263289.52,-10.58,56.97,103.73,32.05
Pernis steerei,Accipitridae,Accipitriformes,33.9,11.6,15.1,42.6,378.5,29.9,257.2,722.0,Forest,Carnivore,Invertivore,Insessorial,1.0,260315.9,5.05,19.29,123.1,11.91
Pithecophaga jefferyi,Accipitridae,Accipitriformes,85.3,20.8,49.6,133.8,585.8,30.3,423.0,5175.3,Forest,Carnivore,Vertivore,Insessorial,1.0,142256.55,5.56,18.52,124.19,9.95
Polemaetus bellicosus,Accipitridae,Accipitriformes,54.3,16.8,28.7,112.4,571.6,35.5,256.0,3964.5,Grassland,Carnivore,Vertivore,Aerial,1.0,14888019.22,-34.84,17.63,22.51,-3.45
Polyboroides radiatus,Accipitridae,Accipitriformes,36.8,10.0,16.1,89.9,397.4,28.1,298.0,633.2,Forest,Carnivore,Vertivore,Generalist,1.0,413722.67,-25.61,-11.95,46.73,-19.56
Polyboroides typus,Accipitridae,Accipitriformes,39.1,10.3,16.6,88.1,443.1,35.4,289.9,633.2,Forest,Carnivore,Vertivore,Insessorial,1.0,14893143.16,-34.84,18.03,22.3,-4.02
Pseudastur albicollis,Accipitridae,Accipitriformes,38.8,14.2,19.6,82.9,358.3,25.4,216.8,703.7,Forest,Carnivore,Vertivore,Insessorial,1.0,8478535.51,-19.87,18.86,-63.68,-3.96
Pseudastur occidentalis,Accipitridae,Accipitriformes,36.0,12.4,18.5,76.2,346.2,28.2,192.0,660.0,Forest,Carnivore,Vertivore,Insessorial,1.0,6586.81,-4.38,0.91,-79.86,-3.58
Pseudastur polionotus,Accipitridae,Accipitriformes,38.4,12.8,19.7,84.6,365.8,31.3,188.2,703.7,Forest,Carnivore,Vertivore,Insessorial,1.0,813060.78,-30.32,-6.11,-44.89,-20.38
Rostrhamus sociabilis,Accipitridae,Accipitriformes,33.1,11.1,11.3,49.9,344.8,39.1,169.3,366.9,Wetland,Carnivore,Aquatic predator,Insessorial,2.0,11603405.03,-37.65,29.74,-58.23,-10.02
Rupornis magnirostris,Accipitridae,Accipitriformes,26.4,10.4,13.4,61.5,220.9,28.0,159.1,269.0,Forest,Carnivore,Vertivore,Insessorial,1.0,15043360.16,-38.24,25.35,-60.46,-8.51
Sarcogyps calvus,Accipitridae,Accipitriformes,68.5,23.0,33.9,115.0,570.0,44.0,229.2,4469.9,Human Modified,Scavenger,Scavenger,Terrestrial,1.0,2166730.6,10.9,31.97,83.35,24.15
Spilornis cheela,Accipitridae,Accipitriformes,45.6,14.4,20.8,82.2,373.7,30.1,237.4,597.7,Forest,Carnivore,Vertivore,Insessorial,1.0,6837152.16,-8.85,34.11,98.68,16.74
Spilornis elgini,Accipitridae,Accipitriformes,37.5,12.8,18.4,76.1,365.4,29.4,215.6,895.0,Forest,Carnivore,Vertivore,Insessorial,1.0,4980.85,10.51,13.68,92.81,12.47
Spilornis holospilus,Accipitridae,Accipitriformes,37.5,12.2,18.0,75.0,340.1,30.7,221.7,705.0,Forest,Carnivore,Vertivore,Insessorial,1.0,276025.54,5.56,19.58,123.09,11.86
Spilornis kinabaluensis,Accipitridae,Accipitriformes,34.6,13.4,16.8,72.6,368.5,29.0,227.5,597.7,Forest,Carnivore,Vertivore,Insessorial,1.0,36584.1,2.87,6.49,115.9,4.55
Spilornis klossi,Accipitridae,Accipitriformes,38.2,13.5,18.8,74.7,297.2,29.5,198.2,450.0,Forest,Carnivore,Vertivore,Insessorial,1.0,1111.02,6.75,7.44,93.79,7.06
Spilornis rufipectus,Accipitridae,Accipitriformes,34.6,13.3,17.4,64.3,328.6,32.4,214.4,705.0,Forest,Carnivore,Vertivore,Insessorial,1.0,115936.18,-6.5,2.82,121.2,-1.9
Spizaetus isidori,Accipitridae,Accipitriformes,51.3,15.9,25.8,113.4,484.4,24.2,299.0,1197.4,Forest,Carnivore,Vertivore,Aerial,1.0,469213.82,-27.25,11.27,-73.17,-6.77
Spizaetus melanoleucus,Accipitridae,Accipitriformes,40.9,12.8,20.7,72.1,400.6,31.1,249.0,850.0,Forest,Carnivore,Vertivore,Aerial,1.0,8710494.02,-31.3,23.78,-62.97,-6.79
Spizaetus ornatus,Accipitridae,Accipitriformes,39.1,12.3,20.2,93.8,353.0,17.2,289.5,1197.4,Forest,Carnivore,Vertivore,Generalist,1.0,9433721.9,-30.5,23.77,-63.22,-5.86
Spizaetus tyrannus,Accipitridae,Accipitriformes,42.3,12.1,21.0,80.4,384.4,17.9,334.4,1007.1,Forest,Carnivore,Vertivore,Insessorial,1.0,8304333.12,-30.42,21.81,-62.84,-4.6
Stephanoaetus coronatus,Accipitridae,Accipitriformes,53.3,16.7,29.0,94.0,496.4,22.1,367.1,3640.0,Forest,Carnivore,Vertivore,Generalist,1.0,6608300.52,-34.21,15.34,23.96,-4.7
Terathopius ecaudatus,Accipitridae,Accipitriformes,52.5,16.3,25.3,65.1,500.4,46.8,109.0,2200.0,Woodland,Carnivore,Omnivore,Generalist,1.0,14023477.79,-28.74,18.59,23.14,-1.02
Torgos tracheliotos,Accipitridae,Accipitriformes,89.1,30.4,45.5,138.4,711.4,39.1,339.2,6969.0,Grassland,Scavenger,Scavenger,Terrestrial,2.0,8489832.71,-30.62,29.99,26.93,2.61
Trigonoceps occipitalis,Accipitridae,Accipitriformes,72.1,23.8,33.5,115.9,618.0,43.1,250.0,3016.0,Shrubland,Scavenger,Scavenger,Terrestrial,1.0,6011586.35,-28.5,16.79,24.25,-1.13
Urotriorchis macrourus,Accipitridae,Accipitriformes,35.4,13.3,16.5,78.9,286.5,23.8,373.8,492.0,Forest,Carnivore,Vertivore,Insessorial,1.0,3073602.25,-8.84,8.7,15.06,1.17
Pandion haliaetus,Pandionidae,Accipitriformes,47.0,17.3,19.6,49.8,468.4,44.9,201.3,1483.2,Marine,Carnivore,Aquatic predator,Aerial,3.0,31298390.01,-37.8,70.69,25.45,49.18
Sagittarius serpentarius,Sagittariidae,Accipitriformes,59.4,19.0,24.1,269.9,615.5,40.6,551.8,4017.0,Grassland,Carnivore,Vertivore,Terrestrial,2.0,14023594.92,-34.84,17.86,23.61,-3.98
