Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude,bio_1,bio_4,bio_5,bio_6,bio_12
Campylorhamphus probatus,Furnariidae,Passeriformes,55.3,3.9,5.3,19.6,93.1,19.0,86.4,33.5,Forest,Carnivore,Invertivore,Insessorial,1.0,959437.42,-11.97,-1.74,-57.46,-7.16,26.239686965942383,33.41998291015625,34.086997985839844,18.607250213623047,2291.0
Campylorhamphus procurvoides,Furnariidae,Passeriformes,55.3,4.2,5.3,19.2,95.3,18.0,86.4,33.5,Forest,Carnivore,Invertivore,Insessorial,1.0,2626180.12,-9.23,8.66,-63.69,-1.0,26.28805160522461,30.9190731048584,31.479000091552734,21.141000747680664,2557.0
Campylorhamphus pusillus,Furnariidae,Passeriformes,55.0,4.2,5.7,20.8,95.6,16.2,95.0,40.5,Forest,Carnivore,Invertivore,Insessorial,1.0,177568.93,-6.95,10.86,-78.21,2.28,26.124906539916992,23.358280181884766,30.317249298095703,22.404998779296875,4620.0
Campylorhamphus trochilirostris,Furnariidae,Passeriformes,60.7,4.4,5.5,21.5,98.5,15.1,91.9,40.8,Forest,Carnivore,Invertivore,Insessorial,1.0,7392722.43,-30.72,12.46,-58.92,-10.07,25.641468048095703,45.75594711303711,34.018001556396484,16.72825050354004,1934.0
Certhiasomus stictolaemus,Furnariidae,Passeriformes,19.3,4.8,4.4,19.8,81.5,17.0,82.2,18.5,Forest,Carnivore,Invertivore,Insessorial,1.0,3212301.46,-11.77,5.42,-64.39,-3.88,26.551979064941406,26.575223922729492,31.945499420166016,21.497499465942383,2295.0
Certhiaxis cinnamomeus,Furnariidae,Passeriformes,15.8,3.0,3.4,18.5,59.3,13.4,62.2,15.2,Wetland,Carnivore,Invertivore,Insessorial,1.0,8364757.31,-35.43,12.63,-54.25,-12.34,24.61948013305664,88.75448608398438,33.85150146484375,13.661999702453613,1769.0
Certhiaxis mustelinus,Furnariidae,Passeriformes,16.4,3.1,3.3,19.3,56.3,12.9,53.8,15.0,Wetland,Carnivore,Invertivore,Insessorial,1.0,693874.13,-11.31,-0.6,-64.45,-4.91,26.486604690551758,27.393714904785156,32.2135009765625,21.05900001525879,2450.0
Cichlocolaptes holti,Furnariidae,Passeriformes,29.1,4.7,6.0,22.0,85.5,15.7,77.7,50.0,Forest,Carnivore,Invertivore,Insessorial,1.0,147158.74,-27.18,-20.21,-48.06,-24.42,22.202552795410156,297.299560546875,30.358999252319336,12.957249641418457,1488.0
Cichlocolaptes leucophrus,Furnariidae,Passeriformes,29.1,5.2,7.1,23.5,101.3,19.9,87.1,50.0,Forest,Carnivore,Invertivore,Insessorial,1.0,148328.51,-23.07,-13.24,-41.21,-19.34,23.141292572021484,195.89308166503906,31.449748992919922,13.73324966430664,1159.0
Cinclodes albidiventris,Furnariidae,Passeriformes,18.5,3.2,3.8,28.3,97.4,22.2,72.4,30.0,Grassland,Carnivore,Aquatic predator,Terrestrial,1.0,100409.39,-6.04,11.2,-76.41,1.53,16.0583438873291,26.597942352294922,20.957500457763672,10.946499824523926,2286.0
Cinclodes albiventris,Furnariidae,Passeriformes,17.9,3.0,3.9,26.5,94.2,21.3,71.4,30.0,Grassland,Carnivore,Aquatic predator,Terrestrial,1.0,859854.64,-29.56,-5.81,-69.38,-17.11,5.9084792137146,199.9355926513672,16.148000717163086,-6.9357500076293945,489.0
Cinclodes antarcticus,Furnariidae,Passeriformes,23.4,3.6,4.6,26.1,108.5,27.7,80.0,63.2,Coastal,Carnivore,Invertivore,Terrestrial,2.0,12926.55,-52.9,-51.01,-59.41,-51.74,6.829666614532471,265.5948791503906,13.531999588012695,1.4880000352859497,526.0
Cinclodes aricomae,Furnariidae,Passeriformes,27.0,4.2,5.6,29.5,110.1,21.4,81.0,50.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,5542.67,-16.32,-11.86,-71.55,-13.47,9.741812705993652,142.21578979492188,19.131500244140625,-2.7587499618530273,611.0
Cinclodes atacamensis,Furnariidae,Passeriformes,25.8,3.7,4.8,31.3,110.4,23.0,84.6,53.0,Grassland,Carnivore,Invertivore,Terrestrial,1.0,870994.25,-33.99,-10.5,-68.93,-21.05,7.184719085693359,277.71002197265625,17.579500198364258,-5.464250087738037,48.0
Cinclodes comechingonus,Furnariidae,Passeriformes,16.5,3.0,3.7,23.4,88.1,23.8,71.0,28.3,Grassland,Carnivore,Invertivore,Terrestrial,2.0,20501.31,-33.2,-29.98,-64.98,-31.66,11.767197608947754,463.02557373046875,24.202749252319336,-1.3739999532699585,658.0
Cinclodes excelsior,Furnariidae,Passeriformes,26.2,4.7,5.7,32.2,112.7,22.0,86.9,64.0,Grassland,Carnivore,Omnivore,Terrestrial,1.0,37973.19,-3.2,5.62,-77.75,0.17,13.917135238647461,33.38285827636719,18.958499908447266,8.367250442504883,1318.0
Cinclodes fuscus,Furnariidae,Passeriformes,18.5,3.1,3.9,25.0,97.2,27.2,72.1,30.0,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,1142837.42,-55.98,-27.5,-69.21,-43.29,10.805927276611328,556.2426147460938,26.04800033569336,-1.622499942779541,192.0
Cinclodes maculirostris,Furnariidae,Passeriformes,23.4,4.0,5.1,28.3,114.4,25.2,80.0,63.2,Coastal,Carnivore,Invertivore,Terrestrial,2.0,11030.13,-55.98,-54.63,-68.61,-55.11,3.105217456817627,282.76129150390625,10.269207954406738,-3.181231737136841,772.0
Cinclodes nigrofumosus,Furnariidae,Passeriformes,27.5,4.4,5.5,31.5,114.6,21.2,88.0,65.0,Rock,Carnivore,Aquatic predator,Terrestrial,1.0,74685.21,-39.88,-18.77,-71.38,-29.71,15.050000190734863,257.6681823730469,22.200000762939453,8.300000190734863,84.0
Cinclodes olrogi,Furnariidae,Passeriformes,16.5,3.0,3.4,24.2,89.1,25.2,71.0,28.0,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,14761.86,-33.19,-30.71,-64.99,-32.05,11.278260231018066,458.851318359375,23.69700050354004,-1.6962499618530273,691.0
Cinclodes oustaleti,Furnariidae,Passeriformes,20.3,3.1,3.8,24.7,92.6,24.5,69.8,30.5,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,734371.46,-55.98,-22.39,-71.65,-40.66,6.156229019165039,425.50408935546875,18.976749420166016,-3.3012499809265137,1218.0
Cinclodes pabsti,Furnariidae,Passeriformes,23.4,4.1,4.6,30.6,106.6,23.2,92.0,53.0,Grassland,Carnivore,Invertivore,Terrestrial,1.0,21292.38,-29.72,-19.11,-49.77,-28.03,13.478864669799805,294.0511169433594,22.31424903869629,4.5632500648498535,1652.0
Cinclodes palliatus,Furnariidae,Passeriformes,28.9,4.6,5.9,36.4,130.9,17.9,98.2,103.9,Grassland,Carnivore,Invertivore,Terrestrial,1.0,3149.32,-12.11,-10.88,-76.39,-11.52,2.953749895095825,122.1748046875,10.277750015258789,-7.024250030517578,848.0
Cinclodes patagonicus,Furnariidae,Passeriformes,24.5,3.4,4.3,28.5,99.6,25.4,76.5,30.7,Riverine,Carnivore,Invertivore,Terrestrial,3.0,661640.55,-55.98,-29.75,-71.84,-44.2,7.849145889282227,416.89471435546875,18.511499404907227,-1.2482500076293945,1281.0
Cinclodes taczanowskii,Furnariidae,Passeriformes,26.3,4.4,5.3,30.0,113.6,24.0,87.0,64.5,Rock,Carnivore,Invertivore,Terrestrial,1.0,24111.68,-18.04,-8.88,-75.77,-13.42,15.019635200500488,150.42813110351562,22.1252498626709,6.6907501220703125,155.0
Clibanornis dendrocolaptoides,Furnariidae,Passeriformes,25.7,4.4,6.0,29.5,91.8,10.5,99.1,48.2,Forest,Carnivore,Invertivore,Terrestrial,1.0,452976.71,-29.17,-22.42,-51.98,-25.83,16.87892723083496,310.66632080078125,26.521249771118164,6.113249778747559,1754.0
Clibanornis erythrocephalus,Furnariidae,Passeriformes,32.2,4.8,6.7,27.2,91.3,9.1,87.4,46.5,Woodland,Carnivore,Invertivore,Terrestrial,2.0,18640.0,-6.57,-1.06,-80.05,-4.46,23.968406677246094,106.27764892578125,30.98674964904785,16.00349998474121,501.0
Clibanornis rectirostris,Furnariidae,Passeriformes,28.2,4.6,6.2,27.3,98.0,11.4,91.9,48.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,1421864.09,-23.91,-12.97,-49.29,-18.45,23.382123947143555,173.64305114746094,31.135499954223633,12.557000160217285,1487.0
Clibanornis rubiginosus,Furnariidae,Passeriformes,26.4,4.7,6.8,25.4,85.8,10.9,76.8,39.8,Forest,Carnivore,Invertivore,Insessorial,1.0,2137031.2,-14.88,21.53,-68.68,0.18,25.54757308959961,47.369544982910156,30.929750442504883,20.179750442504883,3452.0
Clibanornis rufipectus,Furnariidae,Passeriformes,26.4,4.7,7.3,24.8,84.3,10.9,83.0,39.8,Forest,Carnivore,Invertivore,Insessorial,1.0,2307.45,10.47,11.21,-73.84,10.92,11.99957275390625,66.70883178710938,16.937000274658203,5.965250015258789,1676.0
Coryphistera alaudina,Furnariidae,Passeriformes,15.9,3.7,4.6,25.0,72.8,15.9,67.2,30.0,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,1447474.66,-40.79,-18.18,-62.64,-29.27,19.78097915649414,486.0145568847656,33.09049987792969,5.65024995803833,839.0
Cranioleuca albicapilla,Furnariidae,Passeriformes,16.8,3.1,4.2,22.0,73.5,14.3,81.2,21.3,Shrubland,Carnivore,Invertivore,Insessorial,1.0,18638.25,-13.43,-10.93,-73.57,-12.39,12.499646186828613,65.99532318115234,19.87125015258789,3.7170000076293945,1100.0
Cranioleuca albiceps,Furnariidae,Passeriformes,16.0,2.9,4.1,21.4,64.2,12.5,69.2,17.6,Forest,Carnivore,Invertivore,Insessorial,1.0,42265.84,-17.91,-13.78,-67.55,-15.97,21.888301849365234,124.78340911865234,29.072250366210938,13.396750450134277,1464.0
Cranioleuca antisiensis,Furnariidae,Passeriformes,15.1,3.0,3.8,20.1,65.2,12.4,71.6,16.9,Forest,Carnivore,Invertivore,Insessorial,1.0,106877.64,-11.84,-2.53,-78.14,-7.26,11.358750343322754,33.685028076171875,18.516000747680664,3.2279999256134033,1109.0
Cranioleuca baroni,Furnariidae,Passeriformes,17.8,3.1,4.4,23.2,77.1,14.5,81.8,21.3,Forest,Carnivore,Invertivore,Insessorial,1.0,104903.68,-11.99,-5.47,-77.3,-8.66,14.294708251953125,26.95330238342285,21.714000701904297,6.230000019073486,772.0
Cranioleuca berlepschi,Furnariidae,Passeriformes,16.4,3.3,4.0,21.4,72.6,14.1,74.2,25.2,Forest,Carnivore,Invertivore,Insessorial,1.0,2584.21,-8.29,-5.35,-77.97,-6.18,15.85925006866455,43.720306396484375,22.672500610351562,8.711000442504883,944.0
Cranioleuca curtata,Furnariidae,Passeriformes,14.7,3.1,3.7,17.7,63.8,17.4,71.8,17.5,Forest,Carnivore,Invertivore,Insessorial,1.0,173903.21,-17.59,6.03,-73.85,-7.09,25.400604248046875,44.51458740234375,31.407249450683594,18.9325008392334,2279.0
Cranioleuca demissa,Furnariidae,Passeriformes,13.5,3.1,3.5,17.6,60.6,15.1,64.0,15.2,Forest,Carnivore,Invertivore,Insessorial,1.0,77222.43,0.72,6.57,-62.57,5.46,25.304697036743164,46.37322998046875,31.77775001525879,19.56424903869629,2472.0
Cranioleuca dissita,Furnariidae,Passeriformes,14.4,3.2,3.9,16.8,61.6,13.9,61.8,15.7,Forest,Carnivore,Invertivore,Insessorial,1.0,500.49,7.31,7.64,-81.76,7.47,25.412675857543945,64.0081558227539,31.6796932220459,20.135631561279297,2587.0
Cranioleuca hellmayri,Furnariidae,Passeriformes,16.2,3.1,3.6,19.0,64.2,18.7,67.3,15.0,Forest,Carnivore,Invertivore,Insessorial,1.0,6775.39,10.28,11.12,-73.59,10.71,6.37290620803833,69.60985565185547,11.749500274658203,-0.11249998956918716,1860.0
Cranioleuca henricae,Furnariidae,Passeriformes,15.9,2.7,3.8,18.6,66.7,17.3,68.2,14.9,Woodland,Carnivore,Invertivore,Insessorial,1.0,1384.33,-17.3,-15.49,-67.68,-16.4,13.737020492553711,111.38851928710938,21.660749435424805,3.8652501106262207,920.0
Cranioleuca marcapatae,Furnariidae,Passeriformes,18.1,3.1,4.0,22.4,67.6,10.1,75.0,19.8,Forest,Carnivore,Invertivore,Insessorial,1.0,15353.77,-14.22,-12.24,-71.59,-13.15,15.985384941101074,95.0082015991211,23.571250915527344,6.962250232696533,1102.0
Cranioleuca muelleri,Furnariidae,Passeriformes,16.6,3.3,4.1,18.7,73.2,13.6,72.7,14.5,Forest,Carnivore,Invertivore,Insessorial,1.0,73902.84,-3.64,2.5,-53.95,-1.39,26.280717849731445,72.36454772949219,32.70124816894531,21.252500534057617,1891.0
Cranioleuca obsoleta,Furnariidae,Passeriformes,13.6,2.5,3.3,17.5,56.2,16.0,63.0,13.4,Forest,Carnivore,Invertivore,Insessorial,1.0,653975.04,-32.48,-22.95,-52.7,-26.95,18.931228637695312,358.186767578125,29.473499298095703,7.938499927520752,2008.0
Cranioleuca pallida,Furnariidae,Passeriformes,15.5,2.6,3.4,16.6,61.2,17.0,63.2,11.5,Forest,Carnivore,Invertivore,Insessorial,1.0,694100.17,-24.83,-13.74,-44.9,-19.69,21.19879150390625,213.07835388183594,29.347749710083008,9.724749565124512,1375.0
Cranioleuca pyrrhophia,Furnariidae,Passeriformes,15.4,2.7,3.4,18.1,62.1,15.6,68.2,14.9,Forest,Carnivore,Invertivore,Insessorial,1.0,2026269.35,-41.17,-15.67,-62.55,-29.71,19.354854583740234,486.7936706542969,32.6307487487793,5.667500019073486,886.0
Cranioleuca semicinerea,Furnariidae,Passeriformes,15.1,3.1,3.9,16.9,64.0,16.1,68.3,15.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,987554.48,-16.44,-3.82,-41.55,-10.38,22.057750701904297,120.91578674316406,29.873750686645508,13.522000312805176,582.0
Cranioleuca subcristata,Furnariidae,Passeriformes,13.8,2.8,3.4,17.8,63.5,16.1,66.0,14.7,Forest,Carnivore,Invertivore,Insessorial,1.0,182930.19,4.82,11.29,-69.96,9.11,26.405447006225586,46.253658294677734,32.36375045776367,20.666500091552734,1482.0
Cranioleuca vulpecula,Furnariidae,Passeriformes,17.2,3.4,4.2,19.9,69.7,14.8,62.8,18.9,Forest,Carnivore,Invertivore,Insessorial,1.0,340457.78,-11.29,-0.22,-67.93,-4.96,25.990041732788086,37.52643966674805,31.578750610351562,20.328998565673828,2644.0
Cranioleuca vulpina,Furnariidae,Passeriformes,14.5,3.2,3.7,18.6,64.3,15.3,64.8,15.7,Forest,Carnivore,Invertivore,Insessorial,1.0,5731362.69,-23.67,10.02,-53.75,-8.9,25.874229431152344,41.929447174072266,34.51799774169922,18.563249588012695,2027.0
Cranioleuca weskei,Furnariidae,Passeriformes,18.1,3.1,4.0,22.4,67.6,10.1,75.0,19.8,Forest,Carnivore,Invertivore,Insessorial,1.0,17296.37,-13.62,-11.42,-73.22,-12.82,21.140104293823242,52.56149673461914,28.245250701904297,14.064499855041504,1534.0
Deconychura longicauda,Furnariidae,Passeriformes,27.6,5.6,5.5,22.9,101.6,21.0,98.2,23.8,Forest,Carnivore,Invertivore,Insessorial,1.0,1094105.42,-3.36,7.14,-56.73,1.73,25.961563110351562,53.01731491088867,32.25374984741211,20.878250122070312,1898.0
Deconychura pallida,Furnariidae,Passeriformes,29.2,5.8,6.1,24.3,104.3,19.6,105.5,23.8,Forest,Carnivore,Invertivore,Insessorial,1.0,3936305.95,-17.39,3.9,-63.45,-5.92,26.480562210083008,29.697595596313477,32.72975158691406,20.638750076293945,2312.0
Deconychura typica,Furnariidae,Passeriformes,27.6,5.1,4.6,21.0,90.9,21.9,88.0,23.8,Forest,Carnivore,Invertivore,Insessorial,1.0,113169.35,6.0,15.67,-77.48,8.46,23.202051162719727,31.660507202148438,27.413249969482422,19.060749053955078,2456.0
Dendrexetastes rufigula,Furnariidae,Passeriformes,33.7,8.5,9.2,23.6,105.2,14.7,104.0,69.6,Forest,Carnivore,Invertivore,Insessorial,1.0,3670234.0,-16.97,8.01,-64.14,-5.51,26.564104080200195,28.03213882446289,32.4947509765625,20.94824981689453,2443.0
Dendrocincla anabatina,Furnariidae,Passeriformes,24.8,6.0,6.2,23.6,96.8,20.1,78.5,34.2,Forest,Carnivore,Invertivore,Insessorial,1.0,378885.0,8.03,21.26,-89.22,16.57,23.442480087280273,158.8728790283203,30.830249786376953,15.703499794006348,2711.0
Dendrocincla fuliginosa,Furnariidae,Passeriformes,29.9,6.4,6.6,24.7,104.9,18.3,86.7,38.7,Forest,Carnivore,Invertivore,Insessorial,1.0,8483632.64,-17.42,15.75,-62.98,-3.3,26.491636276245117,26.460712432861328,31.473249435424805,21.703500747680664,2519.0
Dendrocincla homochroa,Furnariidae,Passeriformes,24.6,5.2,6.0,24.7,99.3,17.7,79.6,39.4,Forest,Carnivore,Invertivore,Insessorial,1.0,492694.51,6.79,21.62,-86.66,15.06,21.320770263671875,165.2694549560547,29.145000457763672,13.698749542236328,1434.0
Dendrocincla merula,Furnariidae,Passeriformes,24.4,5.8,5.9,24.7,100.0,20.3,80.0,50.0,Forest,Carnivore,Invertivore,Insessorial,1.0,5359264.18,-16.98,7.33,-62.46,-2.96,26.416406631469727,27.26738929748535,31.400249481201172,21.629501342773438,2663.0
Dendrocincla turdina,Furnariidae,Passeriformes,28.1,6.6,7.4,22.4,103.1,19.4,81.6,39.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1193430.6,-29.58,-12.17,-48.23,-22.57,20.869478225708008,245.1422119140625,28.79574966430664,10.833000183105469,1284.0
Dendrocincla tyrannina,Furnariidae,Passeriformes,35.8,7.5,7.9,25.4,122.3,17.9,121.1,54.9,Forest,Carnivore,Invertivore,Insessorial,1.0,307936.87,-14.93,7.7,-75.29,-2.03,25.614187240600586,55.6884765625,31.19325065612793,19.808500289916992,3112.0
Dendrocolaptes certhia,Furnariidae,Passeriformes,41.0,9.4,8.0,27.3,126.9,17.7,122.9,68.7,Forest,Carnivore,Invertivore,Insessorial,1.0,6659679.41,-17.71,9.62,-62.55,-4.01,26.554052352905273,28.012454986572266,31.80299949645996,21.61775016784668,2564.0
Dendrocolaptes hoffmannsi,Furnariidae,Passeriformes,39.8,8.5,8.3,29.0,136.0,18.0,122.8,83.0,Forest,Carnivore,Invertivore,Insessorial,1.0,862883.58,-15.62,-1.67,-58.62,-8.57,25.68790626525879,35.29340362548828,33.8802490234375,17.636249542236328,2018.0
Dendrocolaptes picumnus,Furnariidae,Passeriformes,40.5,8.3,8.3,28.5,129.6,17.7,121.7,76.6,Forest,Carnivore,Invertivore,Insessorial,1.0,5749616.39,-27.03,17.18,-64.56,-4.18,26.545166015625,27.148365020751953,32.01525115966797,21.364749908447266,2276.0
Dendrocolaptes platyrostris,Furnariidae,Passeriformes,36.4,8.3,8.2,25.9,118.9,16.8,112.3,61.7,Forest,Carnivore,Invertivore,Insessorial,1.0,3885238.34,-32.3,-3.32,-47.86,-17.33,21.406030654907227,164.9873809814453,28.590499877929688,10.786749839782715,1513.0
Dendrocolaptes punctipectus,Furnariidae,Passeriformes,42.0,9.1,8.8,29.7,131.0,17.7,125.0,66.9,Forest,Carnivore,Invertivore,Insessorial,1.0,211584.38,4.71,11.12,-74.06,8.6,27.462697982788086,48.583961486816406,33.83449935913086,21.71674919128418,2487.0
Dendrocolaptes sanctithomae,Furnariidae,Passeriformes,38.8,8.8,8.3,29.5,125.8,20.6,113.5,66.9,Forest,Carnivore,Invertivore,Insessorial,1.0,591394.87,-1.89,21.29,-86.38,13.55,22.95160484313965,107.24459075927734,30.683250427246094,15.254249572753906,1066.0
Dendroplex kienerii,Furnariidae,Passeriformes,29.9,4.9,6.4,20.6,99.4,18.1,86.7,45.0,Forest,Carnivore,Invertivore,Insessorial,1.0,237821.16,-10.93,1.78,-63.83,-4.18,26.554853439331055,26.616802215576172,31.982999801635742,21.496749877929688,2166.0
Dendroplex picus,Furnariidae,Passeriformes,28.6,4.8,6.5,20.7,98.2,17.8,83.4,41.3,Forest,Carnivore,Invertivore,Insessorial,1.0,9856567.73,-21.87,12.46,-59.42,-4.68,27.010812759399414,43.82801055908203,32.62624740600586,21.583999633789062,2144.0
Drymornis bridgesii,Furnariidae,Passeriformes,72.5,5.3,6.9,33.2,133.6,15.2,114.8,92.6,Woodland,Carnivore,Invertivore,Terrestrial,1.0,1433240.56,-38.84,-19.03,-61.55,-29.58,19.460073471069336,481.00250244140625,32.685001373291016,6.124000072479248,940.0
Drymotoxeres pucheranii,Furnariidae,Passeriformes,63.4,5.8,7.0,27.7,120.8,15.4,118.8,70.5,Forest,Carnivore,Invertivore,Insessorial,1.0,141869.45,-13.59,7.07,-75.47,-5.55,26.745718002319336,32.913448333740234,32.72050094604492,20.826250076293945,2256.0
Furnarius cinnamomeus,Furnariidae,Passeriformes,27.1,4.0,4.7,33.2,97.6,17.4,63.6,41.2,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,170281.0,-9.32,1.85,-79.71,-3.68,22.976770401000977,28.365192413330078,29.394750595092773,16.6299991607666,1053.0
Furnarius cristatus,Furnariidae,Passeriformes,16.7,3.1,3.6,26.3,73.8,16.1,59.2,25.5,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,679538.36,-33.03,-20.55,-62.36,-26.55,21.93495750427246,450.23779296875,34.87099838256836,8.064750671386719,638.0
Furnarius figulus,Furnariidae,Passeriformes,18.6,3.7,4.4,25.6,83.2,17.4,58.0,28.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,1971356.28,-23.71,-1.13,-44.01,-10.71,24.043073654174805,124.16405487060547,34.284751892089844,12.418749809265137,975.0
Furnarius leucopus,Furnariidae,Passeriformes,23.3,4.0,4.8,29.9,89.2,16.4,61.8,54.8,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,4783071.89,-20.96,4.4,-56.49,-9.74,26.581146240234375,60.983184814453125,36.00825119018555,18.61199951171875,2214.0
Furnarius longirostris,Furnariidae,Passeriformes,25.8,4.2,5.0,29.1,89.7,12.8,55.2,49.0,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,269335.86,5.57,12.46,-73.06,9.46,22.619312286376953,48.388893127441406,27.91950035095215,16.340999603271484,1821.0
Furnarius minor,Furnariidae,Passeriformes,19.3,3.3,3.8,24.8,73.7,13.4,50.2,25.8,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,319149.09,-7.88,-0.02,-65.68,-3.58,26.49053192138672,28.20230484008789,31.904748916625977,21.371000289916992,2836.0
Furnarius rufus,Furnariidae,Passeriformes,23.4,3.9,4.8,30.9,95.8,16.1,67.4,46.4,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,6181562.76,-43.29,-8.78,-55.1,-22.97,22.051969528198242,289.93157958984375,30.694499969482422,11.055500030517578,1575.0
Furnarius torridus,Furnariidae,Passeriformes,24.4,4.4,4.9,27.9,89.2,13.1,53.2,52.3,Forest,Carnivore,Invertivore,Terrestrial,1.0,87570.32,-8.3,-0.83,-73.03,-4.37,26.118770599365234,42.79716491699219,31.707000732421875,20.17875099182129,2614.0
Geocerthia serrana,Furnariidae,Passeriformes,29.3,4.2,5.3,28.6,83.0,9.0,85.2,48.7,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,92999.64,-13.26,-6.06,-76.94,-9.58,6.490499973297119,80.2607192993164,13.946749687194824,-3.072499990463257,866.0
Geositta antarctica,Furnariidae,Passeriformes,15.9,3.4,3.9,20.7,105.5,35.5,60.0,36.9,Grassland,Omnivore,Invertivore,Terrestrial,1.0,107683.56,-54.7,-47.52,-70.31,-51.36,7.14872932434082,452.2447509765625,18.980499267578125,-2.8984999656677246,204.0
Geositta crassirostris,Furnariidae,Passeriformes,27.8,5.3,5.6,26.4,90.0,15.8,59.2,55.8,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,51583.5,-16.58,-10.73,-74.59,-14.07,5.7501044273376465,128.06460571289062,14.901000022888184,-5.514249801635742,719.0
Geositta cunicularia,Furnariidae,Passeriformes,20.2,3.5,3.7,21.2,89.8,23.6,49.6,28.5,Grassland,Carnivore,Invertivore,Terrestrial,1.0,2912290.54,-55.98,-10.1,-65.59,-35.37,15.963301658630371,615.1754150390625,33.20949935913086,0.2587500214576721,529.0
Geositta isabellina,Furnariidae,Passeriformes,20.7,3.7,4.3,20.6,115.5,31.9,65.0,42.7,Grassland,Carnivore,Invertivore,Terrestrial,2.0,63743.16,-36.04,-26.46,-69.89,-31.64,-3.7788021564483643,365.3599548339844,6.4392499923706055,-13.068249702453613,300.0
Geositta peruviana,Furnariidae,Passeriformes,17.3,3.2,3.6,20.7,77.5,23.5,51.4,20.8,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,54662.98,-15.89,-3.52,-78.35,-9.5,20.231525421142578,202.802734375,27.59758949279785,13.989156723022461,17.0
Geositta poeciloptera,Furnariidae,Passeriformes,16.1,3.4,4.0,19.6,74.5,20.0,42.1,18.0,Grassland,Carnivore,Invertivore,Terrestrial,1.0,1456963.68,-24.07,-12.14,-49.67,-17.68,23.133071899414062,136.78688049316406,30.566999435424805,13.227749824523926,1592.0
Geositta punensis,Furnariidae,Passeriformes,16.9,3.4,3.7,21.8,90.8,21.0,54.6,25.8,Grassland,Omnivore,Invertivore,Terrestrial,1.0,382860.93,-26.91,-16.1,-67.42,-22.11,5.996676921844482,342.008544921875,17.818750381469727,-9.203499794006348,82.0
